1651153499.000000, IBI
20.031250,0.750000
20.765625,0.734375
21.593750,0.828125
22.468750,0.875000
23.250000,0.781250
30.859375,0.828125
38.921875,0.812500
39.750000,0.828125
40.578125,0.828125
41.343750,0.765625
42.109375,0.765625
42.890625,0.781250
43.625000,0.734375
44.406250,0.781250
45.281250,0.875000
46.203125,0.921875
47.062500,0.859375
47.953125,0.890625
48.859375,0.906250
49.687500,0.828125
50.515625,0.828125
51.343750,0.828125
52.109375,0.765625
52.953125,0.843750
53.875000,0.921875
54.718750,0.843750
63.218750,0.781250
64.031250,0.812500
64.812500,0.781250
65.562500,0.750000
66.359375,0.796875
67.187500,0.828125
81.718750,0.640625
82.359375,0.640625
93.390625,0.843750
94.218750,0.828125
95.093750,0.875000
95.968750,0.875000
96.750000,0.781250
104.250000,0.828125
105.062500,0.812500
105.984375,0.921875
106.953125,0.968750
107.812500,0.859375
108.687500,0.875000
109.546875,0.859375
110.312500,0.765625
111.171875,0.859375
112.093750,0.921875
112.921875,0.828125
113.812500,0.890625
114.718750,0.906250
115.546875,0.828125
116.453125,0.906250
117.500000,1.046875
118.265625,0.765625
119.078125,0.812500
119.921875,0.843750
120.718750,0.796875
121.640625,0.921875
122.562500,0.921875
123.406250,0.843750
124.312500,0.906250
125.187500,0.875000
126.031250,0.843750
126.875000,0.843750
127.671875,0.796875
128.453125,0.781250
129.281250,0.828125
130.093750,0.812500
130.859375,0.765625
131.625000,0.765625
132.343750,0.718750
133.078125,0.734375
133.843750,0.765625
134.640625,0.796875
135.468750,0.828125
136.328125,0.859375
137.156250,0.828125
138.015625,0.859375
138.843750,0.828125
139.593750,0.750000
140.406250,0.812500
141.265625,0.859375
142.046875,0.781250
142.843750,0.796875
143.656250,0.812500
154.015625,0.734375
154.796875,0.781250
155.562500,0.765625
156.328125,0.765625
157.156250,0.828125
158.046875,0.890625
158.875000,0.828125
159.750000,0.875000
160.593750,0.843750
161.484375,0.890625
162.359375,0.875000
163.156250,0.796875
163.968750,0.812500
164.703125,0.734375
165.406250,0.703125
166.203125,0.796875
167.046875,0.843750
167.921875,0.875000
168.812500,0.890625
169.625000,0.812500
170.343750,0.718750
171.109375,0.765625
171.906250,0.796875
172.671875,0.765625
173.515625,0.843750
174.453125,0.937500
175.453125,1.000000
176.296875,0.843750
177.093750,0.796875
177.843750,0.750000
178.640625,0.796875
179.437500,0.796875
192.312500,0.796875
198.328125,0.843750
199.125000,0.796875
200.078125,0.953125
201.031250,0.953125
201.875000,0.843750
202.796875,0.921875
203.656250,0.859375
204.437500,0.781250
205.234375,0.796875
206.046875,0.812500
206.828125,0.781250
207.703125,0.875000
208.593750,0.890625
209.468750,0.875000
210.359375,0.890625
211.203125,0.843750
212.093750,0.890625
212.953125,0.859375
213.765625,0.812500
214.609375,0.843750
215.437500,0.828125
216.250000,0.812500
217.109375,0.859375
218.000000,0.890625
218.812500,0.812500
219.640625,0.828125
220.437500,0.796875
221.187500,0.750000
222.000000,0.812500
222.937500,0.937500
223.843750,0.906250
224.703125,0.859375
225.578125,0.875000
226.421875,0.843750
227.203125,0.781250
228.062500,0.859375
228.968750,0.906250
229.718750,0.750000
230.718750,1.000000
236.906250,0.875000
237.765625,0.859375
238.625000,0.859375
