1653293218.000000, 1653293218.000000, 1653293218.000000
32.000000, 32.000000, 32.000000
-11,-16,63
-11,-16,63
-11,-16,63
-10,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-10,-16,63
-10,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-10,-15,63
-10,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-11,-15,63
-11,-15,63
-11,-16,63
-10,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-10,-16,63
-11,-16,63
-11,-16,63
-10,-16,63
-11,-16,63
-11,-16,63
-10,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-10,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-10,-16,63
-10,-16,63
-10,-16,63
-12,-16,62
-11,-16,63
-10,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-10,-16,63
-11,-16,63
-11,-16,63
-11,-16,63
-10,-16,63
-10,-16,63
-10,-16,63
-10,-16,63
-10,-16,63
-11,-16,62
-10,-16,62
-8,-16,62
-8,-17,63
-6,-16,64
-8,-15,64
-10,-15,64
-11,-15,63
-9,-16,62
-9,-15,63
-11,-22,62
-7,-19,63
-8,-17,63
-9,-15,63
-13,-13,63
-14,-11,62
-14,-11,63
-9,-14,64
-8,-12,65
-10,-14,64
-10,-15,63
-10,-15,63
-10,-15,63
-10,-16,63
-8,-16,63
-8,-16,63
-7,-15,63
-8,-15,63
-9,-16,63
-9,-16,63
-9,-16,63
-8,-17,63
-8,-17,63
-8,-17,63
-9,-16,63
-8,-16,63
-9,-16,63
-9,-17,63
-9,-16,63
-9,-16,63
-9,-16,63
-9,-16,63
-9,-16,63
-10,-17,63
-9,-17,63
-9,-16,63
-9,-16,63
-10,-16,63
-9,-16,63
-9,-17,63
-10,-16,63
-10,-16,63
-9,-16,63
-9,-16,63
-9,-16,63
-9,-16,63
-9,-16,63
-10,-16,63
-9,-16,63
-9,-16,63
-10,-16,63
-9,-16,63
-9,-16,63
-9,-16,63
-10,-16,63
-9,-16,63
-9,-16,63
-9,-16,63
-9,-16,63
-9,-16,63
