Time:4Hz,Epoch,Channel 1,Event Id,Event Date,Event Duration
0.0000000000,0,27.5100002289,,,
0.2500000000,0,27.5499992371,,,
0.5000000000,0,27.5499992371,,,
0.7500000000,0,27.5499992371,,,
1.0000000000,0,27.5499992371,,,
1.2500000000,0,27.5100002289,,,
1.5000000000,0,27.5100002289,,,
1.7500000000,0,27.5100002289,,,
2.0000000000,0,27.5100002289,,,
2.2500000000,0,27.4899997711,,,
2.5000000000,0,27.4899997711,,,
2.7500000000,0,27.4899997711,,,
3.0000000000,0,27.4899997711,,,
3.2500000000,0,27.5100002289,,,
3.5000000000,0,27.5100002289,,,
3.7500000000,0,27.5100002289,,,
4.0000000000,0,27.5100002289,,,
4.2500000000,0,27.5100002289,,,
4.5000000000,0,27.5100002289,,,
4.7500000000,0,27.5300006866,,,
5.0000000000,0,27.5300006866,,,
5.2500000000,0,27.5300006866,,,
5.5000000000,0,27.5300006866,,,
5.7500000000,0,27.5499992371,,,
6.0000000000,0,27.5499992371,,,
6.2500000000,0,27.5499992371,,,
6.5000000000,0,27.5499992371,,,
6.7500000000,0,27.5499992371,,,
7.0000000000,0,27.5499992371,,,
7.2500000000,0,27.5499992371,,,
7.5000000000,0,27.5499992371,,,
7.7500000000,0,27.5499992371,,,
8.0000000000,1,27.5499992371,,,
8.2500000000,1,27.5499992371,,,
8.5000000000,1,27.5499992371,,,
8.7500000000,1,27.5499992371,,,
9.0000000000,1,27.5499992371,,,
9.2500000000,1,27.5499992371,,,
9.5000000000,1,27.5499992371,,,
9.7500000000,1,27.5499992371,,,
10.0000000000,1,27.5499992371,,,
10.2500000000,1,27.5499992371,,,
10.5000000000,1,27.5499992371,,,
10.7500000000,1,27.5499992371,,,
11.0000000000,1,27.5499992371,,,
11.2500000000,1,27.5499992371,,,
11.5000000000,1,27.5699996948,,,
11.7500000000,1,27.5699996948,,,
12.0000000000,1,27.5699996948,,,
12.2500000000,1,27.5699996948,,,
12.5000000000,1,27.5499992371,,,
12.7500000000,1,27.5499992371,,,
13.0000000000,1,27.5499992371,,,
13.2500000000,1,27.5499992371,,,
13.5000000000,1,27.5699996948,,,
13.7500000000,1,27.5699996948,,,
14.0000000000,1,27.5699996948,,,
14.2500000000,1,27.5499992371,,,
14.5000000000,1,27.5499992371,,,
14.7500000000,1,27.5499992371,,,
15.0000000000,1,27.5499992371,,,
15.2500000000,1,27.5499992371,,,
15.5000000000,1,27.5499992371,,,
15.7500000000,1,27.5499992371,,,
16.0000000000,2,27.5499992371,,,
16.2500000000,2,27.5499992371,,,
16.5000000000,2,27.5499992371,,,
16.7500000000,2,27.5499992371,,,
17.0000000000,2,27.5499992371,,,
17.2500000000,2,27.5499992371,,,
17.5000000000,2,27.5499992371,,,
17.7500000000,2,27.5499992371,,,
18.0000000000,2,27.5499992371,,,
18.2500000000,2,27.5499992371,,,
18.5000000000,2,27.5499992371,,,
18.7500000000,2,27.5699996948,,,
19.0000000000,2,27.5699996948,,,
19.2500000000,2,27.5699996948,,,
19.5000000000,2,27.5699996948,,,
19.7500000000,2,27.5900001526,,,
20.0000000000,2,27.5900001526,,,
20.2500000000,2,27.5900001526,,,
20.5000000000,2,27.5900001526,,,
20.7500000000,2,27.5900001526,,,
21.0000000000,2,27.5900001526,,,
21.2500000000,2,27.5900001526,,,
21.5000000000,2,27.5900001526,,,
21.7500000000,2,27.5699996948,,,
22.0000000000,2,27.5699996948,,,
22.2500000000,2,27.5699996948,,,
22.5000000000,2,27.5699996948,,,
22.7500000000,2,27.5699996948,,,
23.0000000000,2,27.5699996948,,,
23.2500000000,2,27.6100006104,,,
23.5000000000,2,27.6100006104,,,
23.7500000000,2,27.6100006104,,,
24.0000000000,3,27.6100006104,,,
24.2500000000,3,27.6100006104,,,
24.5000000000,3,27.6100006104,,,
24.7500000000,3,27.6100006104,,,
25.0000000000,3,27.6100006104,,,
25.2500000000,3,27.6100006104,,,
25.5000000000,3,27.6100006104,,,
25.7500000000,3,27.6100006104,,,
26.0000000000,3,27.6100006104,,,
26.2500000000,3,27.6100006104,,,
26.5000000000,3,27.6100006104,,,
26.7500000000,3,27.6100006104,,,
27.0000000000,3,27.6100006104,,,
27.2500000000,3,27.6100006104,,,
27.5000000000,3,27.6100006104,,,
27.7500000000,3,27.6100006104,,,
28.0000000000,3,27.6100006104,,,
28.2500000000,3,27.6100006104,,,
28.5000000000,3,27.6100006104,,,
28.7500000000,3,27.6100006104,,,
29.0000000000,3,27.6100006104,,,
29.2500000000,3,27.6100006104,,,
29.5000000000,3,27.6100006104,,,
29.7500000000,3,27.6100006104,,,
30.0000000000,3,27.6100006104,,,
30.2500000000,3,27.6100006104,,,
30.5000000000,3,27.6100006104,,,
30.7500000000,3,27.6100006104,,,
31.0000000000,3,27.6100006104,,,
31.2500000000,3,27.6100006104,,,
31.5000000000,3,27.6100006104,,,
31.7500000000,3,27.6100006104,,,
32.0000000000,4,27.5900001526,,,
32.2500000000,4,27.5900001526,,,
32.5000000000,4,27.5900001526,,,
32.7500000000,4,27.5900001526,,,
33.0000000000,4,27.5900001526,,,
33.2500000000,4,27.5900001526,,,
33.5000000000,4,27.5900001526,,,
33.7500000000,4,27.5900001526,,,
34.0000000000,4,27.5900001526,,,
34.2500000000,4,27.5900001526,,,
34.5000000000,4,27.5900001526,,,
34.7500000000,4,27.5900001526,,,
35.0000000000,4,27.5900001526,,,
35.2500000000,4,27.5900001526,,,
35.5000000000,4,27.5900001526,,,
35.7500000000,4,27.5900001526,,,
36.0000000000,4,27.5900001526,,,
36.2500000000,4,27.6299991608,,,
36.5000000000,4,27.6299991608,,,
36.7500000000,4,27.6299991608,,,
37.0000000000,4,27.6299991608,,,
37.2500000000,4,27.6299991608,,,
37.5000000000,4,27.6299991608,,,
