1650283290.000000, 1650283290.000000, 1650283290.000000
32.000000, 32.000000, 32.000000
-25,1,60
-24,1,61
-24,1,61
-24,1,61
-24,1,61
-24,1,61
-25,1,61
-25,1,61
-24,1,61
-25,1,61
-25,1,61
-25,1,61
-25,1,60
-25,1,60
-25,2,60
-25,2,60
-24,2,61
-25,2,61
-25,2,61
-24,2,61
-24,2,61
-24,2,61
-25,2,61
-24,2,61
-25,2,61
-25,1,61
-25,1,60
-25,1,60
-25,2,61
-24,2,61
-24,3,61
-24,2,61
-25,2,61
-25,2,61
-25,1,61
-25,2,61
-26,2,60
-25,1,61
-25,1,60
-26,1,59
-26,1,60
-25,1,60
-25,1,60
-25,1,60
-25,2,61
-25,2,61
-25,2,60
-25,1,60
-25,1,62
-25,1,61
-25,1,61
-26,0,59
-25,0,59
-25,1,61
-26,2,61
-26,2,61
-26,1,61
-26,1,60
-25,2,60
-24,1,61
-25,1,61
-25,2,61
-25,1,61
-25,1,61
-25,1,60
-25,2,61
-25,2,60
-25,1,60
-26,1,60
-25,2,61
-25,2,61
-26,1,60
-25,1,60
-25,1,60
-26,1,60
-25,2,61
-25,2,61
-25,1,60
-25,1,60
-25,1,61
-25,1,60
-25,1,60
-25,1,60
-25,1,61
-25,1,61
-25,1,61
-25,2,61
-25,2,61
-24,2,61
-25,2,61
-25,2,61
-25,2,60
-25,2,60
-24,2,61
-25,2,61
-25,2,61
-25,2,60
-25,2,61
-25,2,61
-25,2,61
-25,2,61
-25,2,60
-25,1,60
-25,1,61
-25,1,61
-24,1,61
-24,1,61
-24,1,61
-25,2,61
-24,2,61
-25,1,60
-25,1,60
-25,2,61
-25,2,60
-25,2,60
-25,2,61
-25,1,61
-25,1,60
-25,2,61
-25,2,61
-24,2,61
-24,2,61
-24,2,61
-24,2,62
-24,2,61
-24,2,61
-25,2,61
-25,1,61
-25,2,60
-25,2,60
-25,2,61
-26,2,61
-25,2,61
-25,2,60
-25,1,59
-25,1,60
-24,1,62
-24,2,62
-25,2,62
-25,2,61
-24,2,61
-25,1,60
-26,1,60
-26,2,60
-25,2,61
-26,1,61
-26,1,59
-26,2,58
-30,4,58
-42,0,56
-21,2,62
-20,2,62
-22,0,63
-28,1,61
-28,1,59
-25,2,59
-27,2,61
-27,2,61
-27,2,59
-27,1,60
-25,0,61
-27,2,59
-28,2,60
-26,3,59
-25,2,60
-25,1,61
-26,1,60
-26,1,60
-27,1,60
-28,2,60
-28,2,59
-28,2,59
-28,2,60
-28,1,59
-28,1,59
-29,2,59
-29,2,59
-29,3,59
-27,2,60
-26,2,60
-27,2,59
-28,2,61
-27,1,61
-27,1,60
-27,0,60
-28,0,59
-29,2,59
-29,2,59
-28,3,59
-29,3,59
-30,2,58
-31,3,57
-30,2,58
-29,2,60
-28,2,60
-26,2,60
-25,1,60
-26,1,61
-26,1,61
-26,1,61
-27,0,60
-28,0,59
-28,0,59
-28,1,59
-28,2,58
-29,4,58
-29,4,59
-29,5,59
-28,3,59
-27,2,60
-26,0,60
-27,0,61
-26,1,61
-25,1,61
-25,1,61
-27,1,60
-28,2,59
-28,3,59
-29,4,59
-28,4,60
-29,2,60
-28,1,58
-29,1,58
-29,1,58
-28,1,58
-26,0,60
-25,0,61
-26,0,61
-26,2,61
-25,2,60
-25,1,60
-26,0,61
-27,1,61
-28,2,59
-29,3,58
-29,3,59
-27,1,59
-28,1,59
-28,1,59
-26,1,61
-26,4,61
-27,1,59
-23,1,64
-26,-1,59
-27,1,59
-26,1,61
-28,2,60
-26,1,59
-28,2,59
-28,0,59
-27,2,60
-27,2,59
-28,2,60
-28,1,59
-27,1,60
-27,1,60
-26,2,59
-27,1,60
-27,0,60
-27,1,60
-26,1,61
-28,1,60
-25,5,62
-24,2,61
-26,2,62
-31,-1,58
-29,0,57
-26,3,60
-28,-1,59
-28,-1,58
-33,8,60
-26,1,60
-25,3,60
-27,5,61
-27,6,61
-19,3,64
-31,-1,56
-25,3,60
-31,3,61
-27,-3,62
-33,4,55
-29,-1,55
-29,7,60
-28,4,61
-27,2,58
-28,2,58
-29,2,59
-28,2,60
-27,2,60
-26,2,61
-27,1,59
-28,1,58
-26,2,61
-25,1,60
-29,2,58
-25,3,62
-26,2,63
-27,3,58
-28,3,61
-28,2,60
-23,2,60
-26,2,60
-27,2,60
-27,2,60
-27,2,60
-25,2,61
