Time:4Hz,Epoch,Channel 1,Event Id,Event Date,Event Duration
0.0000000000,0,32.9500007629,,,
0.2500000000,0,32.9500007629,,,
0.5000000000,0,32.9500007629,,,
0.7500000000,0,32.9500007629,,,
1.0000000000,0,32.9700012207,,,
1.2500000000,0,32.9700012207,,,
1.5000000000,0,32.9700012207,,,
1.7500000000,0,32.9700012207,,,
2.0000000000,0,32.9500007629,,,
2.2500000000,0,32.9500007629,,,
2.5000000000,0,32.9500007629,,,
2.7500000000,0,32.9500007629,,,
3.0000000000,0,32.9300003052,,,
3.2500000000,0,32.9300003052,,,
3.5000000000,0,32.9500007629,,,
3.7500000000,0,32.9500007629,,,
4.0000000000,0,32.9500007629,,,
4.2500000000,0,32.9500007629,,,
4.5000000000,0,32.9500007629,,,
4.7500000000,0,32.9500007629,,,
5.0000000000,0,32.9500007629,,,
5.2500000000,0,32.9500007629,,,
5.5000000000,0,32.9500007629,,,
5.7500000000,0,32.9500007629,,,
6.0000000000,0,32.9500007629,,,
6.2500000000,0,32.9500007629,,,
6.5000000000,0,32.9500007629,,,
6.7500000000,0,32.9500007629,,,
7.0000000000,0,32.9500007629,,,
7.2500000000,0,32.9700012207,,,
7.5000000000,0,32.9700012207,,,
7.7500000000,0,32.9700012207,,,
8.0000000000,1,32.9700012207,,,
8.2500000000,1,32.9700012207,,,
8.5000000000,1,32.9700012207,,,
8.7500000000,1,32.9700012207,,,
9.0000000000,1,32.9700012207,,,
9.2500000000,1,32.9500007629,,,
9.5000000000,1,32.9500007629,,,
9.7500000000,1,32.9500007629,,,
10.0000000000,1,32.9500007629,,,
10.2500000000,1,32.9700012207,,,
10.5000000000,1,32.9700012207,,,
10.7500000000,1,32.9700012207,,,
11.0000000000,1,32.9700012207,,,
11.2500000000,1,32.9700012207,,,
11.5000000000,1,32.9700012207,,,
11.7500000000,1,32.9700012207,,,
12.0000000000,1,32.9700012207,,,
12.2500000000,1,32.9700012207,,,
12.5000000000,1,32.9700012207,,,
12.7500000000,1,32.9700012207,,,
13.0000000000,1,32.9700012207,,,
13.2500000000,1,32.9700012207,,,
13.5000000000,1,32.9700012207,,,
13.7500000000,1,32.9700012207,,,
14.0000000000,1,32.9700012207,,,
14.2500000000,1,32.9700012207,,,
14.5000000000,1,32.9700012207,,,
14.7500000000,1,32.9700012207,,,
15.0000000000,1,32.9700012207,,,
15.2500000000,1,32.9700012207,,,
15.5000000000,1,32.9700012207,,,
15.7500000000,1,32.9700012207,,,
16.0000000000,2,32.9700012207,,,
16.2500000000,2,32.9700012207,,,
16.5000000000,2,32.9700012207,,,
16.7500000000,2,32.9700012207,,,
17.0000000000,2,32.9700012207,,,
17.2500000000,2,32.9700012207,,,
17.5000000000,2,32.9700012207,,,
17.7500000000,2,32.9700012207,,,
18.0000000000,2,32.9700012207,,,
18.2500000000,2,32.9700012207,,,
18.5000000000,2,32.9700012207,,,
18.7500000000,2,32.9700012207,,,
19.0000000000,2,32.9700012207,,,
19.2500000000,2,32.9900016785,,,
19.5000000000,2,32.9900016785,,,
19.7500000000,2,32.9900016785,,,
20.0000000000,2,32.9900016785,,,
20.2500000000,2,32.9700012207,,,
20.5000000000,2,32.9700012207,,,
20.7500000000,2,32.9700012207,,,
21.0000000000,2,32.9700012207,,,
21.2500000000,2,32.9900016785,,,
21.5000000000,2,32.9900016785,,,
21.7500000000,2,32.9900016785,,,
22.0000000000,2,32.9900016785,33025,22.1250000000,0.0000000000
22.2500000000,2,32.9500007629,33024,22.1875000000,0.0000000000
22.5000000000,2,32.9500007629,,,
22.7500000000,2,32.9500007629,,,
23.0000000000,2,32.9500007629,,,
23.2500000000,2,32.9900016785,,,
23.5000000000,2,32.9900016785,,,
23.7500000000,2,32.9900016785,,,
24.0000000000,3,32.9900016785,,,
24.2500000000,3,33.0099983215,,,
24.5000000000,3,33.0099983215,,,
24.7500000000,3,33.0099983215,,,
25.0000000000,3,33.0099983215,,,
25.2500000000,3,33.0099983215,,,
25.5000000000,3,33.0099983215,,,
25.7500000000,3,33.0099983215,,,
26.0000000000,3,33.0099983215,,,
26.2500000000,3,33.0099983215,,,
26.5000000000,3,33.0099983215,,,
26.7500000000,3,33.0099983215,,,
27.0000000000,3,33.0099983215,33025,27.2187500000,0.0000000000
27.2500000000,3,32.9700012207,33024,27.4375000000,0.0000000000
27.5000000000,3,32.9700012207,,,
27.7500000000,3,32.9700012207,,,
28.0000000000,3,32.9700012207,,,
28.2500000000,3,32.9700012207,,,
28.5000000000,3,32.9700012207,,,
28.7500000000,3,32.9700012207,,,
29.0000000000,3,32.9700012207,,,
29.2500000000,3,32.9700012207,,,
29.5000000000,3,32.9700012207,,,
29.7500000000,3,32.9700012207,,,
30.0000000000,3,32.9700012207,,,
30.2500000000,3,32.9500007629,,,
30.5000000000,3,32.9500007629,,,
30.7500000000,3,32.9500007629,,,
31.0000000000,3,32.9500007629,,,
31.2500000000,3,32.9700012207,,,
31.5000000000,3,32.9700012207,,,
31.7500000000,3,32.9700012207,,,
32.0000000000,4,32.9700012207,,,
32.2500000000,4,33.0099983215,,,
32.5000000000,4,33.0099983215,,,
32.7500000000,4,33.0099983215,,,
33.0000000000,4,33.0099983215,,,
33.2500000000,4,33.0099983215,,,
33.5000000000,4,33.0099983215,,,
33.7500000000,4,33.0099983215,,,
34.0000000000,4,33.0099983215,,,
34.2500000000,4,33.0099983215,,,
34.5000000000,4,33.0099983215,,,
34.7500000000,4,33.0099983215,,,
35.0000000000,4,32.9500007629,,,
35.2500000000,4,32.9500007629,,,
35.5000000000,4,32.9500007629,,,
35.7500000000,4,32.9500007629,,,
36.0000000000,4,32.9700012207,,,
36.2500000000,4,32.9700012207,,,
36.5000000000,4,32.9700012207,,,
36.7500000000,4,32.9700012207,,,
37.0000000000,4,32.9900016785,,,
37.2500000000,4,32.9900016785,,,
37.5000000000,4,32.9900016785,,,
37.7500000000,4,32.9900016785,,,
38.0000000000,4,32.9700012207,,,
38.2500000000,4,32.9700012207,,,
38.5000000000,4,32.9700012207,,,
38.7500000000,4,32.9900016785,,,
39.0000000000,4,32.9900016785,,,
39.2500000000,4,32.9900016785,,,
39.5000000000,4,32.9900016785,,,
39.7500000000,4,32.9900016785,,,
40.0000000000,5,32.9900016785,,,
40.2500000000,5,32.9900016785,,,
40.5000000000,5,32.9900016785,,,
40.7500000000,5,32.9700012207,,,
41.0000000000,5,32.9700012207,,,
41.2500000000,5,32.9700012207,,,
41.5000000000,5,32.9700012207,,,
41.7500000000,5,32.9700012207,,,
42.0000000000,5,32.9700012207,,,
42.2500000000,5,32.9700012207,,,
42.5000000000,5,32.9700012207,,,
42.7500000000,5,32.9900016785,,,
43.0000000000,5,32.9900016785,,,
43.2500000000,5,32.9900016785,,,
43.5000000000,5,32.9900016785,,,
43.7500000000,5,32.9900016785,,,
44.0000000000,5,33.0099983215,,,
44.2500000000,5,33.0099983215,,,
44.5000000000,5,33.0099983215,,,
44.7500000000,5,33.0099983215,,,
45.0000000000,5,33.0099983215,,,
45.2500000000,5,33.0099983215,,,
45.5000000000,5,33.0099983215,,,
45.7500000000,5,33.0099983215,,,
46.0000000000,5,33.0099983215,,,
46.2500000000,5,33.0099983215,,,
46.5000000000,5,33.0099983215,,,
46.7500000000,5,33.0099983215,,,
47.0000000000,5,32.9900016785,,,
47.2500000000,5,32.9900016785,,,
47.5000000000,5,32.9900016785,,,
47.7500000000,5,32.9900016785,,,
48.0000000000,6,32.9900016785,,,
48.2500000000,6,32.9900016785,,,
48.5000000000,6,32.9900016785,,,
48.7500000000,6,32.9900016785,,,
49.0000000000,6,32.9900016785,,,
49.2500000000,6,32.9900016785,,,
49.5000000000,6,32.9900016785,,,
49.7500000000,6,32.9900016785,,,
50.0000000000,6,32.9900016785,,,
50.2500000000,6,32.9900016785,,,
50.5000000000,6,32.9900016785,,,
50.7500000000,6,32.9900016785,,,
51.0000000000,6,32.9900016785,,,
51.2500000000,6,32.9900016785,,,
51.5000000000,6,32.9900016785,,,
51.7500000000,6,32.9900016785,,,
52.0000000000,6,32.9900016785,,,
52.2500000000,6,32.9900016785,,,
52.5000000000,6,32.9900016785,,,
52.7500000000,6,32.9900016785,,,
53.0000000000,6,32.9900016785,,,
53.2500000000,6,32.9900016785,,,
53.5000000000,6,32.9900016785,,,
53.7500000000,6,32.9900016785,,,
54.0000000000,6,32.9900016785,,,
54.2500000000,6,32.9900016785,,,
54.5000000000,6,32.9900016785,,,
54.7500000000,6,32.9900016785,,,
55.0000000000,6,32.9900016785,,,
55.2500000000,6,32.9900016785,,,
55.5000000000,6,32.9900016785,,,
55.7500000000,6,32.9900016785,,,
56.0000000000,7,32.9900016785,,,
56.2500000000,7,32.9900016785,,,
56.5000000000,7,32.9900016785,,,
56.7500000000,7,32.9900016785,,,
57.0000000000,7,32.9900016785,,,
57.2500000000,7,32.9900016785,,,
57.5000000000,7,32.9900016785,,,
57.7500000000,7,32.9900016785,,,
58.0000000000,7,32.9900016785,,,
58.2500000000,7,32.9900016785,,,
58.5000000000,7,32.9900016785,,,
58.7500000000,7,32.9900016785,,,
59.0000000000,7,32.9900016785,,,
59.2500000000,7,32.9900016785,,,
59.5000000000,7,32.9900016785,,,
59.7500000000,7,32.9900016785,,,
60.0000000000,7,32.9900016785,,,
60.2500000000,7,32.9900016785,,,
60.5000000000,7,32.9900016785,,,
60.7500000000,7,33.0099983215,,,
61.0000000000,7,33.0099983215,,,
61.2500000000,7,33.0099983215,,,
61.5000000000,7,33.0099983215,,,
61.7500000000,7,33.0299987793,,,
62.0000000000,7,33.0299987793,,,
62.2500000000,7,33.0299987793,,,
62.5000000000,7,33.0299987793,,,
62.7500000000,7,33.0099983215,,,
63.0000000000,7,33.0099983215,,,
63.2500000000,7,33.0099983215,,,
