Time:64Hz,Epoch,Channel 1,Event Id,Event Date,Event Duration
0.0000000000,0,1.1695859432,,,
0.0156250000,0,0.4262390137,,,
0.0312500000,0,-0.3406372070,,,
0.0468750000,0,-1.0433650017,,,
0.0625000000,0,-1.6333010197,,,
0.0781250000,0,-2.0870358944,,,
0.0937500000,0,-2.3793950081,,,
0.1093750000,0,-2.4655759335,,,
0.1250000000,0,-2.3284609318,,,
0.1406250000,0,-2.0143129826,,,
0.1562500000,0,-1.5814210176,,,
0.1718750000,0,-1.0803220272,,,
0.1875000000,0,-0.5292053223,,,
0.2031250000,0,0.0663757324,,,
0.2187500000,0,0.6894835830,,,
0.2343750000,0,1.2698669434,,,
0.2500000000,0,1.7010799646,,,
0.2656250000,0,1.9074709415,,,
0.2812500000,0,1.8631290197,,,
0.2968750000,0,1.6098020077,,,
0.3125000000,0,1.2366939783,,,
0.3281250000,0,0.8142395020,,,
0.3437500000,0,0.3865967095,,,
0.3593750000,0,-0.0213012695,,,
0.3750000000,0,-0.3716430962,,,
0.3906250000,0,-0.6066284180,,,
0.4062500000,0,-0.6842957139,,,
0.4218750000,0,-0.6101074219,,,
0.4375000000,0,-0.4645996094,,,
0.4531250000,0,-0.3571166992,,,
0.4687500000,0,-0.3727416992,,,
0.4843750000,0,-0.4996337891,,,
0.5000000000,0,-0.6534423828,,,
0.5156250000,0,-0.7464600205,,,
0.5312500000,0,-0.7343444824,,,
0.5468750000,0,-0.6878356934,,,
0.5625000000,0,-0.7146605849,,,
0.5781250000,0,-0.9320374131,,,
0.5937500000,0,-1.3967900276,,,
0.6093750000,0,-2.0381159782,,,
0.6250000000,0,-2.6804499626,,,
0.6406250000,0,-3.1280519962,,,
0.6562500000,0,-3.2241520882,,,
0.6718750000,0,-2.9179379940,,,
0.6875000000,0,-2.2912290096,,,
0.7031250000,0,-1.4996639490,,,
0.7187500000,0,-0.7095031738,,,
0.7343750000,0,-0.0577087402,,,
0.7500000000,0,0.3813476861,,,
0.7656250000,0,0.6279296875,,,
0.7812500000,0,0.7529907227,,,
0.7968750000,0,0.8194885254,,,
0.8125000000,0,0.8878479004,,,
0.8281250000,0,0.9769592285,,,
0.8437500000,0,1.0466309786,,,
0.8593750000,0,1.0570980310,,,
0.8750000000,0,0.9856262207,,,
0.8906250000,0,0.8468322754,,,
0.9062500000,0,0.7165833116,,,
0.9218750000,0,0.6843872070,,,
0.9375000000,0,0.7791442871,,,
0.9531250000,0,0.9683837891,,,
0.9687500000,0,1.1337889433,,,
0.9843750000,0,1.1644899845,,,
1.0000000000,0,1.0652769804,,,
1.0156250000,0,0.9122313857,,,
1.0312500000,0,0.8106995225,,,
1.0468750000,0,0.8111572266,,,
1.0625000000,0,0.8561096191,,,
1.0781250000,0,0.8012390137,,,
1.0937500000,0,0.5438842773,,,
1.1093750000,0,0.1058960035,,,
1.1250000000,0,-0.3581848145,,,
1.1406250000,0,-0.6628112793,,,
1.1562500000,0,-0.7236328125,,,
1.1718750000,0,-0.5989990234,,,
