Time:4Hz,Epoch,Channel 1,Event Id,Event Date,Event Duration
0.0000000000,0,0.0781329572,,,
0.2500000000,0,0.0781329572,,,
0.5000000000,0,0.0794138312,,,
0.7500000000,0,0.0819755718,,,
1.0000000000,0,0.0781329572,,,
1.2500000000,0,0.0806947127,,,
1.5000000000,0,0.0768520981,,,
1.7500000000,0,0.0806947127,,,
2.0000000000,0,0.0960651189,,,
2.2500000000,0,0.0794138312,,,
2.5000000000,0,0.0781329572,,,
2.7500000000,0,0.0755712315,,,
3.0000000000,0,0.0806947127,,,
3.2500000000,0,0.0781329572,,,
3.5000000000,0,0.0806947127,,,
3.7500000000,0,0.0768520981,,,
4.0000000000,0,0.0794138312,,,
4.2500000000,0,0.0768520981,,,
4.5000000000,0,0.0768520981,,,
4.7500000000,0,0.0806947127,,,
5.0000000000,0,0.0768520981,,,
5.2500000000,0,0.0806947127,,,
5.5000000000,0,0.0755712315,,,
5.7500000000,0,0.0794138312,,,
6.0000000000,0,0.0742903575,,,
6.2500000000,0,0.0806947127,,,
6.5000000000,0,0.0768520981,,,
6.7500000000,0,0.0768520981,,,
7.0000000000,0,0.0794138312,,,
7.2500000000,0,0.0755712315,33025:33024,7.2500000000:7.4062500000,0.0000000000:0.0000000000
7.5000000000,0,0.0781329572,,,
7.7500000000,0,0.0755712315,,,
8.0000000000,1,0.0794138312,,,
8.2500000000,1,0.0742903575,,,
8.5000000000,1,0.0755712315,,,
8.7500000000,1,0.0781329572,,,
9.0000000000,1,0.0755712315,,,
9.2500000000,1,0.0781329572,,,
9.5000000000,1,0.0755712315,,,
9.7500000000,1,0.0781329572,,,
10.0000000000,1,0.0755712315,,,
10.2500000000,1,0.0973459929,,,
10.5000000000,1,0.0794138312,,,
10.7500000000,1,0.0755712315,,,
11.0000000000,1,0.0755712315,,,
11.2500000000,1,0.0755712315,,,
11.5000000000,1,0.0794138312,,,
11.7500000000,1,0.0755712315,,,
12.0000000000,1,0.0755712315,,,
12.2500000000,1,0.0781329572,,,
12.5000000000,1,0.0755712315,,,
12.7500000000,1,0.0781329572,,,
13.0000000000,1,0.0755712315,,,
13.2500000000,1,0.0768520981,,,
13.5000000000,1,0.0742903575,,,
13.7500000000,1,0.0730094910,,,
14.0000000000,1,0.0781329572,,,
14.2500000000,1,0.0730094910,,,
14.5000000000,1,0.0794138312,,,
14.7500000000,1,0.0755712315,,,
15.0000000000,1,0.0781329572,,,
15.2500000000,1,0.0742903575,,,
15.5000000000,1,0.0768520981,,,
15.7500000000,1,0.0730094910,,,
16.0000000000,2,0.0742903575,,,
16.2500000000,2,0.0755712315,,,
16.5000000000,2,0.0717286170,,,
16.7500000000,2,0.0768520981,,,
17.0000000000,2,0.0730094910,,,
17.2500000000,2,0.0768520981,,,
17.5000000000,2,0.0730094910,,,
17.7500000000,2,0.0742903575,,,
18.0000000000,2,0.0768520981,,,
18.2500000000,2,0.0742903575,,,
18.5000000000,2,0.0755712315,,,
18.7500000000,2,0.0730094910,,,
19.0000000000,2,0.0768520981,,,
19.2500000000,2,0.0704477578,,,
19.5000000000,2,0.0755712315,,,
19.7500000000,2,0.0768520981,,,
20.0000000000,2,0.0730094910,,,
20.2500000000,2,0.0768520981,,,
20.5000000000,2,0.0730094910,,,
20.7500000000,2,0.0755712315,,,
21.0000000000,2,0.0730094910,,,
21.2500000000,2,0.0755712315,,,
21.5000000000,2,0.0730094910,,,
21.7500000000,2,0.0730094910,,,
22.0000000000,2,0.0742903575,,,
22.2500000000,2,0.0717286170,,,
22.5000000000,2,0.0742903575,,,
22.7500000000,2,0.0730094910,,,
23.0000000000,2,0.0755712315,,,
23.2500000000,2,0.0717286170,,,
23.5000000000,2,0.0717286170,,,
23.7500000000,2,0.0730094910,,,
24.0000000000,3,0.0717286170,,,
24.2500000000,3,0.0717286170,,,
24.5000000000,3,0.0717286170,,,
24.7500000000,3,0.0691668764,,,
25.0000000000,3,0.0717286170,,,
25.2500000000,3,0.0742903575,,,
25.5000000000,3,0.0730094910,,,
25.7500000000,3,0.0717286170,,,
26.0000000000,3,0.0742903575,,,
26.2500000000,3,0.0717286170,,,
26.5000000000,3,0.0742903575,,,
26.7500000000,3,0.0717286170,,,
27.0000000000,3,0.0742903575,,,
27.2500000000,3,0.0704477578,,,
27.5000000000,3,0.0666051507,,,
27.7500000000,3,0.0742903575,,,
28.0000000000,3,0.0717286170,,,
28.2500000000,3,0.0730094910,,,
28.5000000000,3,0.0717286170,,,
28.7500000000,3,0.0742903575,,,
29.0000000000,3,0.0704477578,,,
29.2500000000,3,0.0704477578,,,
29.5000000000,3,0.0730094910,,,
29.7500000000,3,0.0704477578,,,
30.0000000000,3,0.0717286170,,,
30.2500000000,3,0.0653242767,,,
30.5000000000,3,0.0730094910,,,
30.7500000000,3,0.0704477578,,,
31.0000000000,3,0.0717286170,,,
31.2500000000,3,0.0730094910,,,
31.5000000000,3,0.0704477578,,,
31.7500000000,3,0.0730094910,,,
32.0000000000,4,0.0704477578,,,
32.2500000000,4,0.0730094910,,,
32.5000000000,4,0.0704477578,,,
32.7500000000,4,0.0717286170,,,
33.0000000000,4,0.0678860173,,,
33.2500000000,4,0.0704477578,,,
33.5000000000,4,0.0730094910,,,
33.7500000000,4,0.0691668764,,,
34.0000000000,4,0.0717286170,,,
34.2500000000,4,0.0704477578,,,
34.5000000000,4,0.0730094910,,,
34.7500000000,4,0.0691668764,,,
35.0000000000,4,0.0704477578,,,
35.2500000000,4,0.0730094910,,,
35.5000000000,4,0.0691668764,,,
