1653568804.000000, 1653568804.000000, 1653568804.000000
32.000000, 32.000000, 32.000000
-21,-8,62
-21,-8,62
-21,-8,62
-22,-8,62
-22,-8,61
-21,-8,62
-21,-7,62
-21,-7,62
-21,-8,61
-21,-8,62
-22,-7,61
-21,-8,62
-21,-8,62
-21,-8,62
-21,-8,62
-21,-8,62
-21,-7,62
-22,-8,61
-22,-8,62
-21,-8,62
-21,-7,62
-20,-9,62
-21,-9,61
-23,-10,61
-22,-8,61
-22,-8,61
-20,-7,62
-20,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-24,-11,59
-21,-8,62
-22,-8,62
-21,-9,62
-21,-8,61
-22,-8,62
-22,-9,61
-22,-8,62
-21,-8,62
-21,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-21,-8,62
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,62
-22,-8,61
-22,-8,62
-22,-8,62
-21,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-21,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,62
-21,-8,61
-22,-8,61
-22,-9,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-9,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-23,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-21,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-23,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-21,-8,62
-22,-8,61
-23,-8,61
-22,-8,61
-21,-8,62
-22,-8,62
-22,-8,61
-22,-8,61
-22,-8,62
-22,-9,61
-22,-8,61
-21,-8,61
